loan_payment_id,loan_id,scheduled_amount,principal,interest,actual_amount,scheduled_date,paid_date
18844,195,181.7,180.49,1.22,181.7,2027-05-11,2027-05-11
18845,195,181.7,180.49,1.22,181.7,2027-06-10,2027-06-10
18846,195,181.7,180.49,1.22,181.7,2027-07-10,2027-07-10
18847,195,181.7,180.49,1.22,181.7,2027-08-09,2027-08-09
18848,195,181.7,180.49,1.22,NULL,2027-09-08,NULL
18849,195,181.7,180.49,1.22,181.7,2027-10-08,2027-10-08
18850,195,181.7,180.49,1.22,181.7,2027-11-07,2027-11-07
18851,195,181.7,180.49,1.22,181.7,2027-12-07,2027-12-07
18852,195,181.7,180.49,1.22,181.7,2028-01-06,2028-01-06
18853,195,181.7,180.49,1.22,181.7,2028-02-05,2028-02-05
18854,195,181.7,180.49,1.22,181.7,2028-03-06,2028-03-06
18855,195,181.7,180.49,1.22,181.7,2028-04-05,2028-04-05
18856,195,181.7,180.49,1.22,NULL,2028-05-05,NULL
18857,195,181.7,180.49,1.22,NULL,2028-06-04,NULL
18858,195,181.7,180.49,1.22,181.7,2028-07-04,2028-07-04
18859,195,181.7,180.49,1.22,181.7,2028-08-03,2028-08-03
18860,195,181.7,180.49,1.22,181.7,2028-09-02,2028-09-02
18861,195,181.7,180.49,1.22,181.7,2028-10-02,2028-10-02
18862,195,181.7,180.49,1.22,181.7,2028-11-01,2028-11-01
18863,195,181.7,180.49,1.22,181.7,2028-12-01,2028-12-01
18864,195,181.7,180.49,1.22,NULL,2028-12-31,NULL
18865,195,181.7,180.49,1.22,181.7,2029-01-30,2029-01-30
18866,195,181.7,180.49,1.22,181.7,2029-03-01,2029-03-01
18867,195,181.7,180.49,1.22,181.7,2029-03-31,2029-03-31
18868,195,181.7,180.49,1.22,181.7,2029-04-30,2029-04-30
18869,195,181.7,180.49,1.22,181.7,2029-05-30,2029-05-30
18870,195,181.7,180.49,1.22,NULL,2029-06-29,NULL
18871,195,181.7,180.49,1.22,NULL,2029-07-29,NULL
18872,195,181.7,180.49,1.22,181.7,2029-08-28,2029-08-28
18873,195,181.7,180.49,1.22,NULL,2029-09-27,NULL
18874,195,181.7,180.49,1.22,181.7,2029-10-27,2029-10-27
18875,195,181.7,180.49,1.22,181.7,2029-11-26,2029-11-26
18876,195,181.7,180.49,1.22,181.7,2029-12-26,2029-12-26
18877,195,181.7,180.49,1.22,NULL,2030-01-25,NULL
18878,195,181.7,180.49,1.22,181.7,2030-02-24,2030-02-24
18879,195,181.7,180.49,1.22,181.7,2030-03-26,2030-03-26
18880,195,181.7,180.49,1.22,181.7,2030-04-25,2030-04-25
18881,195,181.7,180.49,1.22,181.7,2030-05-25,2030-05-25
18882,195,181.7,180.49,1.22,181.7,2030-06-24,2030-06-24
18883,195,181.7,180.49,1.22,181.7,2030-07-24,2030-07-24
18884,195,181.7,180.49,1.22,NULL,2030-08-23,NULL
18885,195,181.7,180.49,1.22,181.7,2030-09-22,2030-09-22
18886,195,181.7,180.49,1.22,181.7,2030-10-22,2030-10-22
18887,195,181.7,180.49,1.22,181.7,2030-11-21,2030-11-21
18888,195,181.7,180.49,1.22,NULL,2030-12-21,NULL
18889,195,181.7,180.49,1.22,NULL,2031-01-20,NULL
18890,195,181.7,180.49,1.22,181.7,2031-02-19,2031-02-19
18891,195,181.7,180.49,1.22,181.7,2031-03-21,2031-03-21
18892,195,181.7,180.49,1.22,181.7,2031-04-20,2031-04-20
18893,195,181.7,180.49,1.22,181.7,2031-05-20,2031-05-20
18894,195,181.7,180.49,1.22,181.7,2031-06-19,2031-06-19
18895,195,181.7,180.49,1.22,181.7,2031-07-19,2031-07-19
18896,195,181.7,180.49,1.22,181.7,2031-08-18,2031-08-18
18897,195,181.7,180.49,1.22,181.7,2031-09-17,2031-09-17
18898,195,181.7,180.49,1.22,181.7,2031-10-17,2031-10-17
18899,195,181.7,180.49,1.22,181.7,2031-11-16,2031-11-16
18900,195,181.7,180.49,1.22,181.7,2031-12-16,2031-12-16
18901,195,181.7,180.49,1.22,181.7,2032-01-15,2032-01-15
18902,195,181.7,180.49,1.22,181.7,2032-02-14,2032-02-14
18903,195,181.7,180.49,1.22,181.7,2032-03-15,2032-03-15
18904,195,181.7,180.49,1.22,NULL,2032-04-14,NULL
18905,195,181.7,180.49,1.22,181.7,2032-05-14,2032-05-14
18906,195,181.7,180.49,1.22,181.7,2032-06-13,2032-06-13
18907,195,181.7,180.49,1.22,181.7,2032-07-13,2032-07-13
18908,195,181.7,180.49,1.22,181.7,2032-08-12,2032-08-12
18909,195,181.7,180.49,1.22,181.7,2032-09-11,2032-09-11
18910,195,181.7,180.49,1.22,181.7,2032-10-11,2032-10-11
18911,195,181.7,180.49,1.22,181.7,2032-11-10,2032-11-10
18912,195,181.7,180.49,1.22,NULL,2032-12-10,NULL
18913,195,181.7,180.49,1.22,181.7,2033-01-09,2033-01-09
18914,195,181.7,180.49,1.22,NULL,2033-02-08,NULL
18915,195,181.7,180.49,1.22,NULL,2033-03-10,NULL
18916,195,181.7,180.49,1.22,181.7,2033-04-09,2033-04-09
18917,195,181.7,180.49,1.22,NULL,2033-05-09,NULL
18918,195,181.7,180.49,1.22,181.7,2033-06-08,2033-06-08
18919,195,181.7,180.49,1.22,181.7,2033-07-08,2033-07-08
18920,195,181.7,180.49,1.22,181.7,2033-08-07,2033-08-07
18921,195,181.7,180.49,1.22,NULL,2033-09-06,NULL
18922,195,181.7,180.49,1.22,181.7,2033-10-06,2033-10-06
18923,195,181.7,180.49,1.22,NULL,2033-11-05,NULL
18924,195,181.7,180.49,1.22,181.7,2033-12-05,2033-12-05
18925,195,181.7,180.49,1.22,181.7,2034-01-04,2034-01-04
18926,195,181.7,180.49,1.22,181.7,2034-02-03,2034-02-03
18927,195,181.7,180.49,1.22,NULL,2034-03-05,NULL
18928,195,181.7,180.49,1.22,NULL,2034-04-04,NULL
18929,195,181.7,180.49,1.22,181.7,2034-05-04,2034-05-04
18930,195,181.7,180.49,1.22,181.7,2034-06-03,2034-06-03
18931,195,181.7,180.49,1.22,NULL,2034-07-03,NULL
18932,195,181.7,180.49,1.22,NULL,2034-08-02,NULL
18933,195,181.7,180.49,1.22,181.7,2034-09-01,2034-09-01
18934,195,181.7,180.49,1.22,181.7,2034-10-01,2034-10-01
18935,195,181.7,180.49,1.22,181.7,2034-10-31,2034-10-31
18936,195,181.7,180.49,1.22,181.7,2034-11-30,2034-11-30
18937,195,181.7,180.49,1.22,NULL,2034-12-30,NULL
18938,195,181.7,180.49,1.22,181.7,2035-01-29,2035-01-29
18939,195,181.7,180.49,1.22,181.7,2035-02-28,2035-02-28
18940,195,181.7,180.49,1.22,181.7,2035-03-30,2035-03-30
18941,195,181.7,180.49,1.22,181.7,2035-04-29,2035-04-29
18942,195,181.7,180.49,1.22,181.7,2035-05-29,2035-05-29
18943,195,181.7,180.49,1.22,181.7,2035-06-28,2035-06-28
18944,195,181.7,180.49,1.22,181.7,2035-07-28,2035-07-28
18945,195,181.7,180.49,1.22,181.7,2035-08-27,2035-08-27
18946,195,181.7,180.49,1.22,181.7,2035-09-26,2035-09-26
18947,195,181.7,180.49,1.22,181.7,2035-10-26,2035-10-26
18948,195,181.7,180.49,1.22,181.7,2035-11-25,2035-11-25
18949,195,181.7,180.49,1.22,NULL,2035-12-25,NULL
18950,195,181.7,180.49,1.22,181.7,2036-01-24,2036-01-24
18951,195,181.7,180.49,1.22,181.7,2036-02-23,2036-02-23
18952,195,181.7,180.49,1.22,181.7,2036-03-24,2036-03-24
18953,195,181.7,180.49,1.22,NULL,2036-04-23,NULL
18954,195,181.7,180.49,1.22,181.7,2036-05-23,2036-05-23
18955,195,181.7,180.49,1.22,181.7,2036-06-22,2036-06-22
18956,195,181.7,180.49,1.22,181.7,2036-07-22,2036-07-22
18957,195,181.7,180.49,1.22,181.7,2036-08-21,2036-08-21
18958,195,181.7,180.49,1.22,181.7,2036-09-20,2036-09-20
18959,195,181.7,180.49,1.22,181.7,2036-10-20,2036-10-20
18960,195,181.7,180.49,1.22,181.7,2036-11-19,2036-11-19
18961,195,181.7,180.49,1.22,181.7,2036-12-19,2036-12-19
18962,195,181.7,180.49,1.22,181.7,2037-01-18,2037-01-18
18963,195,181.7,180.49,1.22,NULL,2037-02-17,NULL
18964,195,181.7,180.49,1.22,181.7,2037-03-19,2037-03-19
18965,195,181.7,180.49,1.22,181.7,2037-04-18,2037-04-18
18966,195,181.7,180.49,1.22,181.7,2037-05-18,2037-05-18
18967,195,181.7,180.49,1.22,NULL,2037-06-17,NULL
18968,195,181.7,180.49,1.22,181.7,2037-07-17,2037-07-17
18969,195,181.7,180.49,1.22,181.7,2037-08-16,2037-08-16
18970,195,181.7,180.49,1.22,181.7,2037-09-15,2037-09-15
18971,195,181.7,180.49,1.22,181.7,2037-10-15,2037-10-15
18972,195,181.7,180.49,1.22,181.7,2037-11-14,2037-11-14
18973,195,181.7,180.49,1.22,NULL,2037-12-14,NULL
18974,195,181.7,180.49,1.22,NULL,2038-01-13,NULL
18975,195,181.7,180.49,1.22,181.7,2038-02-12,2038-02-12
18976,195,181.7,180.49,1.22,NULL,2038-03-14,NULL
18977,195,181.7,180.49,1.22,181.7,2038-04-13,2038-04-13
18978,195,181.7,180.49,1.22,181.7,2038-05-13,2038-05-13
18979,195,181.7,180.49,1.22,181.7,2038-06-12,2038-06-12
18980,195,181.7,180.49,1.22,181.7,2038-07-12,2038-07-12
18981,195,181.7,180.49,1.22,181.7,2038-08-11,2038-08-11
18982,195,181.7,180.49,1.22,NULL,2038-09-10,NULL
18983,195,181.7,180.49,1.22,181.7,2038-10-10,2038-10-10
18984,195,181.7,180.49,1.22,181.7,2038-11-09,2038-11-09
18985,195,181.7,180.49,1.22,181.7,2038-12-09,2038-12-09
18986,195,181.7,180.49,1.22,181.7,2039-01-08,2039-01-08
18987,195,181.7,180.49,1.22,181.7,2039-02-07,2039-02-07
18988,195,181.7,180.49,1.22,181.7,2039-03-09,2039-03-09
18989,195,181.7,180.49,1.22,181.7,2039-04-08,2039-04-08
18990,195,181.7,180.49,1.22,NULL,2039-05-08,NULL
18991,195,181.7,180.49,1.22,181.7,2039-06-07,2039-06-07
18992,195,181.7,180.49,1.22,181.7,2039-07-07,2039-07-07
18993,195,181.7,180.49,1.22,NULL,2039-08-06,NULL
18994,195,181.7,180.49,1.22,181.7,2039-09-05,2039-09-05
18995,195,181.7,180.49,1.22,NULL,2039-10-05,NULL
18996,195,181.7,180.49,1.22,181.7,2039-11-04,2039-11-04
18997,195,181.7,180.49,1.22,181.7,2039-12-04,2039-12-04
18998,195,181.7,180.49,1.22,181.7,2040-01-03,2040-01-03
18999,195,181.7,180.49,1.22,181.7,2040-02-02,2040-02-02
19000,195,181.7,180.49,1.22,181.7,2040-03-03,2040-03-03
19001,195,181.7,180.49,1.22,181.7,2040-04-02,2040-04-02
19002,195,181.7,180.49,1.22,NULL,2040-05-02,NULL
19003,195,181.7,180.49,1.22,NULL,2040-06-01,NULL
19004,195,181.7,180.49,1.22,NULL,2040-07-01,NULL
19005,195,181.7,180.49,1.22,NULL,2040-07-31,NULL
19006,195,181.7,180.49,1.22,181.7,2040-08-30,2040-08-30
19007,195,181.7,180.49,1.22,181.7,2040-09-29,2040-09-29
19008,195,181.7,180.49,1.22,181.7,2040-10-29,2040-10-29
19009,196,1046.84,1043.61,3.24,1046.84,2018-04-14,2018-04-14
19010,196,1046.84,1043.61,3.24,1046.84,2018-05-14,2018-05-14
19011,196,1046.84,1043.61,3.24,1046.84,2018-06-13,2018-06-13
19012,196,1046.84,1043.61,3.24,1046.84,2018-07-13,2018-07-13
19013,196,1046.84,1043.61,3.24,NULL,2018-08-12,NULL
19014,196,1046.84,1043.61,3.24,NULL,2018-09-11,NULL
19015,196,1046.84,1043.61,3.24,1046.84,2018-10-11,2018-10-11
19016,196,1046.84,1043.61,3.24,1046.84,2018-11-10,2018-11-10
19017,196,1046.84,1043.61,3.24,1046.84,2018-12-10,2018-12-10
19018,196,1046.84,1043.61,3.24,1046.84,2019-01-09,2019-01-09
19019,196,1046.84,1043.61,3.24,1046.84,2019-02-08,2019-02-08
19020,196,1046.84,1043.61,3.24,1046.84,2019-03-10,2019-03-10
19021,196,1046.84,1043.61,3.24,1046.84,2019-04-09,2019-04-09
19022,196,1046.84,1043.61,3.24,1046.84,2019-05-09,2019-05-09
19023,196,1046.84,1043.61,3.24,NULL,2019-06-08,NULL
19024,196,1046.84,1043.61,3.24,1046.84,2019-07-08,2019-07-08
19025,196,1046.84,1043.61,3.24,1046.84,2019-08-07,2019-08-07
19026,196,1046.84,1043.61,3.24,1046.84,2019-09-06,2019-09-06
19027,196,1046.84,1043.61,3.24,1046.84,2019-10-06,2019-10-06
19028,196,1046.84,1043.61,3.24,1046.84,2019-11-05,2019-11-05
19029,196,1046.84,1043.61,3.24,1046.84,2019-12-05,2019-12-05
19030,196,1046.84,1043.61,3.24,1046.84,2020-01-04,2020-01-04
19031,196,1046.84,1043.61,3.24,1046.84,2020-02-03,2020-02-03
19032,196,1046.84,1043.61,3.24,1046.84,2020-03-04,2020-03-04
19033,196,1046.84,1043.61,3.24,NULL,2020-04-03,NULL
19034,196,1046.84,1043.61,3.24,1046.84,2020-05-03,2020-05-03
19035,196,1046.84,1043.61,3.24,1046.84,2020-06-02,2020-06-02
19036,196,1046.84,1043.61,3.24,NULL,2020-07-02,NULL
19037,196,1046.84,1043.61,3.24,1046.84,2020-08-01,2020-08-01
19038,196,1046.84,1043.61,3.24,1046.84,2020-08-31,2020-08-31
19039,196,1046.84,1043.61,3.24,NULL,2020-09-30,NULL
19040,196,1046.84,1043.61,3.24,1046.84,2020-10-30,2020-10-30
19041,196,1046.84,1043.61,3.24,1046.84,2020-11-29,2020-11-29
19042,196,1046.84,1043.61,3.24,1046.84,2020-12-29,2020-12-29
19043,196,1046.84,1043.61,3.24,1046.84,2021-01-28,2021-01-28
19044,196,1046.84,1043.61,3.24,NULL,2021-02-27,NULL
19045,196,1046.84,1043.61,3.24,1046.84,2021-03-29,2021-03-29
19046,196,1046.84,1043.61,3.24,1046.84,2021-04-28,2021-04-28
19047,196,1046.84,1043.61,3.24,1046.84,2021-05-28,2021-05-28
19048,196,1046.84,1043.61,3.24,NULL,2021-06-27,NULL
19049,196,1046.84,1043.61,3.24,1046.84,2021-07-27,2021-07-27
19050,196,1046.84,1043.61,3.24,1046.84,2021-08-26,2021-08-26
19051,196,1046.84,1043.61,3.24,1046.84,2021-09-25,2021-09-25
19052,196,1046.84,1043.61,3.24,1046.84,2021-10-25,2021-10-25
19053,196,1046.84,1043.61,3.24,1046.84,2021-11-24,2021-11-24
19054,196,1046.84,1043.61,3.24,NULL,2021-12-24,NULL
19055,196,1046.84,1043.61,3.24,1046.84,2022-01-23,2022-01-23
19056,196,1046.84,1043.61,3.24,1046.84,2022-02-22,2022-02-22
19057,196,1046.84,1043.61,3.24,NULL,2022-03-24,NULL
19058,196,1046.84,1043.61,3.24,1046.84,2022-04-23,2022-04-23
19059,196,1046.84,1043.61,3.24,NULL,2022-05-23,NULL
19060,196,1046.84,1043.61,3.24,1046.84,2022-06-22,2022-06-22
19061,196,1046.84,1043.61,3.24,1046.84,2022-07-22,2022-07-22
19062,196,1046.84,1043.61,3.24,NULL,2022-08-21,NULL
19063,196,1046.84,1043.61,3.24,1046.84,2022-09-20,2022-09-20
19064,196,1046.84,1043.61,3.24,1046.84,2022-10-20,2022-10-20
19065,196,1046.84,1043.61,3.24,1046.84,2022-11-19,2022-11-19
19066,196,1046.84,1043.61,3.24,1046.84,2022-12-19,2022-12-19
19067,196,1046.84,1043.61,3.24,NULL,2023-01-18,NULL
19068,196,1046.84,1043.61,3.24,1046.84,2023-02-17,2023-02-17
19069,197,839.36,831.63,7.73,839.36,2024-07-24,2024-07-24
19070,197,839.36,831.63,7.73,839.36,2024-08-23,2024-08-23
19071,197,839.36,831.63,7.73,839.36,2024-09-22,2024-09-22
19072,197,839.36,831.63,7.73,839.36,2024-10-22,2024-10-22
19073,197,839.36,831.63,7.73,839.36,2024-11-21,2024-11-21
19074,197,839.36,831.63,7.73,839.36,2024-12-21,2024-12-21
19075,197,839.36,831.63,7.73,839.36,2025-01-20,2025-01-20
19076,197,839.36,831.63,7.73,839.36,2025-02-19,2025-02-19
19077,197,839.36,831.63,7.73,839.36,2025-03-21,2025-03-21
19078,197,839.36,831.63,7.73,839.36,2025-04-20,2025-04-20
19079,197,839.36,831.63,7.73,839.36,2025-05-20,2025-05-20
19080,197,839.36,831.63,7.73,839.36,2025-06-19,2025-06-19
19081,197,839.36,831.63,7.73,839.36,2025-07-19,2025-07-19
19082,197,839.36,831.63,7.73,839.36,2025-08-18,2025-08-18
19083,197,839.36,831.63,7.73,839.36,2025-09-17,2025-09-17
19084,197,839.36,831.63,7.73,NULL,2025-10-17,NULL
19085,197,839.36,831.63,7.73,839.36,2025-11-16,2025-11-16
19086,197,839.36,831.63,7.73,839.36,2025-12-16,2025-12-16
19087,197,839.36,831.63,7.73,839.36,2026-01-15,2026-01-15
19088,197,839.36,831.63,7.73,839.36,2026-02-14,2026-02-14
19089,197,839.36,831.63,7.73,839.36,2026-03-16,2026-03-16
19090,197,839.36,831.63,7.73,839.36,2026-04-15,2026-04-15
19091,197,839.36,831.63,7.73,NULL,2026-05-15,NULL
19092,197,839.36,831.63,7.73,839.36,2026-06-14,2026-06-14
19093,197,839.36,831.63,7.73,839.36,2026-07-14,2026-07-14
19094,197,839.36,831.63,7.73,NULL,2026-08-13,NULL
19095,197,839.36,831.63,7.73,839.36,2026-09-12,2026-09-12
19096,197,839.36,831.63,7.73,839.36,2026-10-12,2026-10-12
19097,197,839.36,831.63,7.73,839.36,2026-11-11,2026-11-11
19098,197,839.36,831.63,7.73,839.36,2026-12-11,2026-12-11
19099,197,839.36,831.63,7.73,839.36,2027-01-10,2027-01-10
19100,197,839.36,831.63,7.73,839.36,2027-02-09,2027-02-09
19101,197,839.36,831.63,7.73,839.36,2027-03-11,2027-03-11
19102,197,839.36,831.63,7.73,839.36,2027-04-10,2027-04-10
19103,197,839.36,831.63,7.73,NULL,2027-05-10,NULL
19104,197,839.36,831.63,7.73,839.36,2027-06-09,2027-06-09
19105,197,839.36,831.63,7.73,839.36,2027-07-09,2027-07-09
19106,197,839.36,831.63,7.73,839.36,2027-08-08,2027-08-08
19107,197,839.36,831.63,7.73,839.36,2027-09-07,2027-09-07
19108,197,839.36,831.63,7.73,839.36,2027-10-07,2027-10-07
19109,197,839.36,831.63,7.73,839.36,2027-11-06,2027-11-06
19110,197,839.36,831.63,7.73,NULL,2027-12-06,NULL
19111,197,839.36,831.63,7.73,839.36,2028-01-05,2028-01-05
19112,197,839.36,831.63,7.73,839.36,2028-02-04,2028-02-04
19113,197,839.36,831.63,7.73,839.36,2028-03-05,2028-03-05
19114,197,839.36,831.63,7.73,839.36,2028-04-04,2028-04-04
19115,197,839.36,831.63,7.73,839.36,2028-05-04,2028-05-04
19116,197,839.36,831.63,7.73,839.36,2028-06-03,2028-06-03
19117,197,839.36,831.63,7.73,839.36,2028-07-03,2028-07-03
19118,197,839.36,831.63,7.73,839.36,2028-08-02,2028-08-02
19119,197,839.36,831.63,7.73,NULL,2028-09-01,NULL
19120,197,839.36,831.63,7.73,839.36,2028-10-01,2028-10-01
19121,197,839.36,831.63,7.73,839.36,2028-10-31,2028-10-31
19122,197,839.36,831.63,7.73,839.36,2028-11-30,2028-11-30
19123,197,839.36,831.63,7.73,839.36,2028-12-30,2028-12-30
19124,197,839.36,831.63,7.73,839.36,2029-01-29,2029-01-29
19125,197,839.36,831.63,7.73,839.36,2029-02-28,2029-02-28
19126,197,839.36,831.63,7.73,839.36,2029-03-30,2029-03-30
19127,197,839.36,831.63,7.73,839.36,2029-04-29,2029-04-29
19128,197,839.36,831.63,7.73,839.36,2029-05-29,2029-05-29
19129,197,839.36,831.63,7.73,839.36,2029-06-28,2029-06-28
19130,197,839.36,831.63,7.73,839.36,2029-07-28,2029-07-28
19131,197,839.36,831.63,7.73,839.36,2029-08-27,2029-08-27
19132,197,839.36,831.63,7.73,839.36,2029-09-26,2029-09-26
19133,197,839.36,831.63,7.73,839.36,2029-10-26,2029-10-26
19134,197,839.36,831.63,7.73,839.36,2029-11-25,2029-11-25
19135,197,839.36,831.63,7.73,839.36,2029-12-25,2029-12-25
19136,197,839.36,831.63,7.73,839.36,2030-01-24,2030-01-24
19137,197,839.36,831.63,7.73,839.36,2030-02-23,2030-02-23
19138,197,839.36,831.63,7.73,839.36,2030-03-25,2030-03-25
19139,197,839.36,831.63,7.73,NULL,2030-04-24,NULL
19140,197,839.36,831.63,7.73,839.36,2030-05-24,2030-05-24
19141,197,839.36,831.63,7.73,839.36,2030-06-23,2030-06-23
19142,197,839.36,831.63,7.73,NULL,2030-07-23,NULL
19143,197,839.36,831.63,7.73,839.36,2030-08-22,2030-08-22
19144,197,839.36,831.63,7.73,NULL,2030-09-21,NULL
19145,197,839.36,831.63,7.73,839.36,2030-10-21,2030-10-21
19146,197,839.36,831.63,7.73,839.36,2030-11-20,2030-11-20
19147,197,839.36,831.63,7.73,839.36,2030-12-20,2030-12-20
19148,197,839.36,831.63,7.73,NULL,2031-01-19,NULL
19149,197,839.36,831.63,7.73,839.36,2031-02-18,2031-02-18
19150,197,839.36,831.63,7.73,839.36,2031-03-20,2031-03-20
19151,197,839.36,831.63,7.73,839.36,2031-04-19,2031-04-19
19152,197,839.36,831.63,7.73,839.36,2031-05-19,2031-05-19
19153,197,839.36,831.63,7.73,839.36,2031-06-18,2031-06-18
19154,197,839.36,831.63,7.73,839.36,2031-07-18,2031-07-18
19155,197,839.36,831.63,7.73,839.36,2031-08-17,2031-08-17
19156,197,839.36,831.63,7.73,839.36,2031-09-16,2031-09-16
19157,197,839.36,831.63,7.73,839.36,2031-10-16,2031-10-16
19158,197,839.36,831.63,7.73,839.36,2031-11-15,2031-11-15
19159,197,839.36,831.63,7.73,839.36,2031-12-15,2031-12-15
19160,197,839.36,831.63,7.73,839.36,2032-01-14,2032-01-14
19161,197,839.36,831.63,7.73,839.36,2032-02-13,2032-02-13
19162,197,839.36,831.63,7.73,839.36,2032-03-14,2032-03-14
19163,197,839.36,831.63,7.73,NULL,2032-04-13,NULL
19164,197,839.36,831.63,7.73,839.36,2032-05-13,2032-05-13
19165,197,839.36,831.63,7.73,839.36,2032-06-12,2032-06-12
19166,197,839.36,831.63,7.73,839.36,2032-07-12,2032-07-12
19167,197,839.36,831.63,7.73,839.36,2032-08-11,2032-08-11
19168,197,839.36,831.63,7.73,839.36,2032-09-10,2032-09-10
19169,197,839.36,831.63,7.73,839.36,2032-10-10,2032-10-10
19170,197,839.36,831.63,7.73,839.36,2032-11-09,2032-11-09
19171,197,839.36,831.63,7.73,839.36,2032-12-09,2032-12-09
19172,197,839.36,831.63,7.73,839.36,2033-01-08,2033-01-08
19173,197,839.36,831.63,7.73,NULL,2033-02-07,NULL
19174,197,839.36,831.63,7.73,839.36,2033-03-09,2033-03-09
19175,197,839.36,831.63,7.73,839.36,2033-04-08,2033-04-08
19176,197,839.36,831.63,7.73,839.36,2033-05-08,2033-05-08
19177,197,839.36,831.63,7.73,NULL,2033-06-07,NULL
19178,197,839.36,831.63,7.73,839.36,2033-07-07,2033-07-07
19179,197,839.36,831.63,7.73,839.36,2033-08-06,2033-08-06
19180,197,839.36,831.63,7.73,839.36,2033-09-05,2033-09-05
19181,197,839.36,831.63,7.73,839.36,2033-10-05,2033-10-05
19182,197,839.36,831.63,7.73,NULL,2033-11-04,NULL
19183,197,839.36,831.63,7.73,839.36,2033-12-04,2033-12-04
19184,197,839.36,831.63,7.73,839.36,2034-01-03,2034-01-03
19185,197,839.36,831.63,7.73,839.36,2034-02-02,2034-02-02
19186,197,839.36,831.63,7.73,839.36,2034-03-04,2034-03-04
19187,197,839.36,831.63,7.73,839.36,2034-04-03,2034-04-03
19188,197,839.36,831.63,7.73,839.36,2034-05-03,2034-05-03
19189,197,839.36,831.63,7.73,839.36,2034-06-02,2034-06-02
19190,197,839.36,831.63,7.73,NULL,2034-07-02,NULL
19191,197,839.36,831.63,7.73,839.36,2034-08-01,2034-08-01
19192,197,839.36,831.63,7.73,839.36,2034-08-31,2034-08-31
19193,197,839.36,831.63,7.73,839.36,2034-09-30,2034-09-30
19194,197,839.36,831.63,7.73,839.36,2034-10-30,2034-10-30
19195,197,839.36,831.63,7.73,839.36,2034-11-29,2034-11-29
19196,197,839.36,831.63,7.73,839.36,2034-12-29,2034-12-29
19197,197,839.36,831.63,7.73,839.36,2035-01-28,2035-01-28
19198,197,839.36,831.63,7.73,839.36,2035-02-27,2035-02-27
19199,197,839.36,831.63,7.73,839.36,2035-03-29,2035-03-29
19200,197,839.36,831.63,7.73,NULL,2035-04-28,NULL
19201,197,839.36,831.63,7.73,839.36,2035-05-28,2035-05-28
19202,197,839.36,831.63,7.73,839.36,2035-06-27,2035-06-27
19203,197,839.36,831.63,7.73,NULL,2035-07-27,NULL
19204,197,839.36,831.63,7.73,839.36,2035-08-26,2035-08-26
19205,197,839.36,831.63,7.73,NULL,2035-09-25,NULL
19206,197,839.36,831.63,7.73,839.36,2035-10-25,2035-10-25
19207,197,839.36,831.63,7.73,839.36,2035-11-24,2035-11-24
19208,197,839.36,831.63,7.73,839.36,2035-12-24,2035-12-24
19209,197,839.36,831.63,7.73,NULL,2036-01-23,NULL
19210,197,839.36,831.63,7.73,839.36,2036-02-22,2036-02-22
19211,197,839.36,831.63,7.73,NULL,2036-03-23,NULL
19212,197,839.36,831.63,7.73,839.36,2036-04-22,2036-04-22
19213,197,839.36,831.63,7.73,839.36,2036-05-22,2036-05-22
19214,197,839.36,831.63,7.73,NULL,2036-06-21,NULL
19215,197,839.36,831.63,7.73,839.36,2036-07-21,2036-07-21
19216,197,839.36,831.63,7.73,839.36,2036-08-20,2036-08-20
19217,197,839.36,831.63,7.73,839.36,2036-09-19,2036-09-19
19218,197,839.36,831.63,7.73,839.36,2036-10-19,2036-10-19
19219,197,839.36,831.63,7.73,839.36,2036-11-18,2036-11-18
19220,197,839.36,831.63,7.73,NULL,2036-12-18,NULL
19221,197,839.36,831.63,7.73,839.36,2037-01-17,2037-01-17
19222,197,839.36,831.63,7.73,839.36,2037-02-16,2037-02-16
19223,197,839.36,831.63,7.73,839.36,2037-03-18,2037-03-18
19224,197,839.36,831.63,7.73,839.36,2037-04-17,2037-04-17
19225,197,839.36,831.63,7.73,839.36,2037-05-17,2037-05-17
19226,197,839.36,831.63,7.73,NULL,2037-06-16,NULL
19227,197,839.36,831.63,7.73,839.36,2037-07-16,2037-07-16
19228,197,839.36,831.63,7.73,NULL,2037-08-15,NULL
19229,197,839.36,831.63,7.73,NULL,2037-09-14,NULL
19230,197,839.36,831.63,7.73,839.36,2037-10-14,2037-10-14
19231,197,839.36,831.63,7.73,839.36,2037-11-13,2037-11-13
19232,197,839.36,831.63,7.73,839.36,2037-12-13,2037-12-13
19233,197,839.36,831.63,7.73,839.36,2038-01-12,2038-01-12
19234,197,839.36,831.63,7.73,839.36,2038-02-11,2038-02-11
19235,197,839.36,831.63,7.73,839.36,2038-03-13,2038-03-13
19236,197,839.36,831.63,7.73,839.36,2038-04-12,2038-04-12
19237,197,839.36,831.63,7.73,839.36,2038-05-12,2038-05-12
19238,197,839.36,831.63,7.73,NULL,2038-06-11,NULL
19239,197,839.36,831.63,7.73,839.36,2038-07-11,2038-07-11
19240,197,839.36,831.63,7.73,839.36,2038-08-10,2038-08-10
19241,197,839.36,831.63,7.73,839.36,2038-09-09,2038-09-09
19242,197,839.36,831.63,7.73,NULL,2038-10-09,NULL
19243,197,839.36,831.63,7.73,839.36,2038-11-08,2038-11-08
