transaction_id,type_id,loan_payment_id,employee_id,from_account_id,to_account_id,amount,transaction_date
13332,3,NULL,NULL,1597,860,1007.89,2021-01-14
13333,3,NULL,545,2283,315,844.67,2015-09-10
13334,3,NULL,NULL,368,1411,1739.36,2021-02-20
13335,1,NULL,697,2433,NULL,3131.4,2017-04-21
13336,2,NULL,36,21,NULL,209.67,2023-10-27
13337,4,17190,NULL,448,NULL,2002.26,2025-06-28
13338,1,NULL,235,2432,NULL,3477.61,2019-12-28
13339,2,NULL,NULL,1693,NULL,618.96,2019-10-11
13340,2,NULL,NULL,1749,NULL,75.93,2018-11-16
13341,1,NULL,389,1034,NULL,4497.97,2022-08-01
13342,2,NULL,NULL,1371,NULL,197.91,2016-04-10
13343,3,NULL,NULL,1346,2229,50.0,2019-05-17
13344,1,NULL,545,431,NULL,3621.56,2023-11-06
13345,3,NULL,NULL,234,131,1365.44,2018-04-10
13346,1,NULL,NULL,1348,NULL,735.79,2015-12-23
13347,1,NULL,770,2455,NULL,1396.24,2023-05-12
13348,1,NULL,253,697,NULL,1935.12,2021-08-18
13349,3,NULL,680,1421,836,1824.48,2018-10-11
13350,2,NULL,NULL,260,NULL,157.45,2016-09-11
13351,1,NULL,801,1028,NULL,1106.42,2018-09-01
13352,1,NULL,639,2497,NULL,3345.3,2022-01-20
13353,1,NULL,545,1288,NULL,3218.8,2015-03-18
13354,2,NULL,NULL,502,NULL,214.34,2022-10-21
13355,2,NULL,NULL,969,NULL,164.7,2023-03-17
13356,4,7257,NULL,1963,NULL,209.45,2022-07-05
13357,2,NULL,NULL,270,NULL,544.24,2020-03-06
13358,2,NULL,NULL,1643,NULL,42.2,2018-09-21
13359,2,NULL,NULL,1934,NULL,20.0,2019-09-27
13360,1,NULL,123,1945,NULL,4315.62,2023-02-07
13361,1,NULL,785,2277,NULL,5122.24,2021-03-04
13362,3,NULL,NULL,1653,2148,2045.28,2019-06-15
13363,4,16096,NULL,735,NULL,671.02,2039-08-18
13364,1,NULL,578,2094,NULL,2092.12,2022-05-05
13365,1,NULL,189,1539,NULL,100.0,2021-06-28
13366,3,NULL,NULL,391,1458,1040.39,2021-01-16
13367,1,NULL,677,978,NULL,3659.07,2022-08-12
13368,3,NULL,NULL,1171,1175,2635.83,2023-05-16
13369,2,NULL,NULL,668,NULL,270.09,2021-04-30
13370,3,NULL,NULL,2464,1226,2068.71,2018-12-14
13371,3,NULL,NULL,450,591,1365.45,2022-01-16
13372,1,NULL,823,386,NULL,2470.28,2016-01-15
13373,2,NULL,NULL,376,NULL,327.77,2022-12-16
13374,3,NULL,NULL,949,2249,1119.82,2023-10-19
13375,3,NULL,NULL,158,1806,1306.08,2016-01-12
13376,1,NULL,498,149,NULL,2268.43,2023-05-22
13377,1,NULL,1194,1293,NULL,1265.21,2020-01-15
13378,2,NULL,NULL,2266,NULL,227.98,2022-11-18
13379,1,NULL,1074,930,NULL,2469.46,2022-06-04
13380,1,NULL,NULL,1050,NULL,952.25,2023-12-10
13381,1,NULL,785,1135,NULL,1606.89,2022-12-29
13382,2,NULL,NULL,223,NULL,27.99,2019-02-01
13383,4,20104,NULL,1449,NULL,1240.58,2026-02-25
13384,1,NULL,874,1704,NULL,2082.49,2021-06-07
13385,1,NULL,47,913,NULL,3392.91,2019-06-01
13386,1,NULL,NULL,195,NULL,785.58,2021-02-15
13387,3,NULL,NULL,1634,157,548.31,2021-07-13
13388,1,NULL,163,1222,NULL,2824.39,2017-07-31
13389,1,NULL,1183,1607,NULL,2965.08,2015-01-20
13390,2,NULL,NULL,412,NULL,27.84,2016-05-07
13391,3,NULL,1023,1109,2195,679.23,2017-10-19
13392,2,NULL,NULL,1121,NULL,456.96,2023-12-22
13393,1,NULL,1023,404,NULL,1989.86,2017-05-13
13394,1,NULL,266,1203,NULL,2646.49,2015-08-03
13395,3,NULL,NULL,1102,1774,1100.61,2016-01-20
13396,4,4491,NULL,238,NULL,410.06,2033-12-24
13397,1,NULL,NULL,1548,NULL,100.0,2017-07-11
13398,3,NULL,NULL,2353,207,2389.87,2016-11-19
13399,1,NULL,709,1240,NULL,2382.35,2019-07-22
13400,2,NULL,NULL,223,NULL,44.23,2016-10-28
13401,1,NULL,1194,1191,NULL,4330.42,2018-03-15
13402,2,NULL,NULL,1324,NULL,31.21,2015-10-02
13403,1,NULL,639,1974,NULL,2653.65,2020-03-28
13404,3,NULL,NULL,1848,928,552.85,2015-12-20
13405,4,6247,130,305,NULL,481.18,2036-03-09
13406,2,NULL,NULL,314,NULL,423.87,2019-02-22
13407,2,NULL,NULL,731,NULL,224.45,2019-05-24
13408,3,NULL,NULL,22,341,498.54,2015-07-20
13409,2,NULL,1063,1634,NULL,20.0,2021-05-29
13410,2,NULL,NULL,2348,NULL,398.1,2019-01-04
13411,1,NULL,984,308,NULL,1368.76,2019-01-01
13412,1,NULL,1036,711,NULL,2055.16,2018-07-01
13413,2,NULL,NULL,2402,NULL,150.72,2022-11-11
13414,1,NULL,NULL,1842,NULL,425.11,2020-12-21
13415,2,NULL,NULL,2076,NULL,58.26,2022-04-23
13416,3,NULL,NULL,1443,659,1457.67,2018-02-10
13417,4,12999,NULL,2428,NULL,242.06,2025-07-15
13418,1,NULL,775,1591,NULL,2599.24,2018-11-10
13419,3,NULL,998,2033,392,1425.59,2017-08-11
13420,3,NULL,NULL,2109,586,2073.1,2016-05-14
13421,2,NULL,NULL,265,NULL,32.0,2023-01-29
13422,2,NULL,1063,311,NULL,622.71,2020-06-19
13423,1,NULL,NULL,1406,NULL,543.76,2020-11-09
13424,1,NULL,128,303,NULL,5904.08,2019-05-15
13425,3,NULL,922,1460,1128,2562.0,2017-12-17
13426,1,NULL,189,249,NULL,2948.52,2017-02-08
13427,1,NULL,1036,1071,NULL,2782.53,2019-03-15
13428,1,NULL,639,2487,NULL,2753.87,2018-07-15
13429,2,NULL,NULL,502,NULL,174.54,2021-09-03
13430,2,NULL,644,2020,NULL,191.16,2022-05-08
13431,2,NULL,385,548,NULL,34.03,2016-07-22
13432,1,NULL,902,2491,NULL,2457.83,2016-09-15
13433,3,NULL,NULL,1808,684,50.0,2020-06-11
13434,1,NULL,612,1073,NULL,4336.03,2015-04-04
13435,1,NULL,1113,2010,NULL,3235.58,2016-09-14
13436,2,NULL,989,693,NULL,89.08,2021-01-29
13437,1,NULL,NULL,570,NULL,100.0,2017-10-01
13438,1,NULL,329,2269,NULL,2062.63,2019-09-15
13439,3,NULL,NULL,2454,763,858.7,2022-07-18
13440,4,25673,NULL,1047,NULL,1657.11,2023-06-15
13441,1,NULL,1063,2411,NULL,1610.01,2019-11-22
13442,2,NULL,NULL,1259,NULL,23.83,2023-09-29
13443,3,NULL,NULL,2038,1842,731.39,2022-09-15
13444,3,NULL,NULL,916,2311,1729.04,2017-10-20
13445,2,NULL,986,1835,NULL,96.06,2017-09-08
13446,2,NULL,NULL,1003,NULL,801.62,2022-08-20
13447,2,NULL,NULL,1629,NULL,361.01,2023-02-26
13448,2,NULL,NULL,91,NULL,445.34,2021-06-04
13449,4,24831,NULL,1094,NULL,328.85,2035-09-04
13450,1,NULL,644,1874,NULL,1197.43,2016-03-01
13451,2,NULL,1102,1350,NULL,39.07,2015-02-13
13452,2,NULL,728,1270,NULL,20.0,2023-04-02
13453,1,NULL,1167,1601,NULL,2402.11,2017-12-16
13454,3,NULL,NULL,1775,56,2202.81,2020-03-16
13455,2,NULL,NULL,2392,NULL,28.32,2020-09-25
13456,3,NULL,NULL,21,2332,517.66,2016-08-12
13457,2,NULL,NULL,1409,NULL,176.87,2022-08-05
13458,1,NULL,965,2312,NULL,2259.43,2017-08-26
13459,2,NULL,NULL,881,NULL,138.8,2017-07-01
13460,2,NULL,NULL,160,NULL,447.75,2021-12-19
13461,1,NULL,874,1160,NULL,4237.64,2022-02-20
13462,1,NULL,1016,1440,NULL,1387.3,2020-06-12
13463,2,NULL,NULL,1038,NULL,111.32,2019-02-01
13464,2,NULL,NULL,538,NULL,464.32,2022-09-18
13465,1,NULL,998,358,NULL,5711.2,2021-09-15
13466,2,NULL,NULL,2356,NULL,255.9,2017-01-06
13467,2,NULL,NULL,349,NULL,103.38,2015-06-26
13468,2,NULL,NULL,465,NULL,77.45,2016-02-19
13469,1,NULL,863,2194,NULL,1896.59,2023-06-18
13470,4,10152,NULL,1930,NULL,534.41,2040-02-29
13471,1,NULL,979,1018,NULL,2574.6,2015-09-16
13472,3,NULL,NULL,2333,660,539.43,2018-12-11
13473,2,NULL,NULL,1913,NULL,406.63,2022-03-25
13474,2,NULL,NULL,1496,NULL,298.31,2016-05-13
13475,1,NULL,220,1531,NULL,1847.83,2022-07-21
13476,3,NULL,NULL,1717,1673,1816.87,2021-09-15
13477,3,NULL,NULL,2330,2388,1866.86,2018-03-19
13478,4,6809,NULL,484,NULL,1102.98,2023-04-19
13479,2,NULL,NULL,872,NULL,47.15,2023-04-28
13480,1,NULL,880,5,NULL,1062.28,2018-01-08
13481,3,NULL,1145,1590,2337,53.78,2017-12-16
13482,2,NULL,NULL,478,NULL,418.18,2017-02-10
13483,1,NULL,444,2398,NULL,4287.86,2021-04-01
13484,1,NULL,NULL,812,NULL,100.0,2022-03-01
13485,1,NULL,412,2134,NULL,2201.14,2016-08-01
13486,3,NULL,NULL,447,2106,50.0,2016-03-12
13487,1,NULL,629,822,NULL,483.48,2022-11-17
13488,1,NULL,47,2432,NULL,3226.13,2020-07-01
13489,3,NULL,1071,2023,290,1877.82,2021-12-11
13490,3,NULL,NULL,2060,432,2057.27,2020-01-12
13491,1,NULL,975,769,NULL,3386.79,2015-07-01
13492,2,NULL,NULL,1570,NULL,392.34,2020-03-20
13493,3,NULL,NULL,95,293,269.3,2015-04-20
13494,1,NULL,715,2317,NULL,4335.47,2023-05-25
13495,3,NULL,103,756,1294,180.2,2022-03-17
13496,1,NULL,913,1722,NULL,2532.23,2018-04-03
13497,2,NULL,NULL,811,NULL,113.03,2015-02-06
13498,1,NULL,691,825,NULL,1083.32,2022-12-16
13499,1,NULL,40,1694,NULL,3096.11,2023-04-02
13500,1,NULL,965,920,NULL,1787.81,2018-11-12
13501,2,NULL,NULL,2280,NULL,20.0,2020-05-15
13502,1,NULL,960,192,NULL,2731.2,2020-11-04
13503,2,NULL,NULL,136,NULL,298.42,2016-11-11
13504,2,NULL,578,483,NULL,330.91,2021-08-20
13505,1,NULL,995,525,NULL,5447.12,2015-04-03
13506,1,NULL,NULL,1941,NULL,270.59,2015-05-21
13507,1,NULL,144,85,NULL,2931.53,2023-04-15
13508,1,NULL,842,918,NULL,1556.34,2019-09-04
13509,1,NULL,698,147,NULL,1131.83,2018-11-01
13510,3,NULL,NULL,238,592,501.55,2021-11-16
13511,4,10820,NULL,266,NULL,4725.32,2020-05-10
13512,1,NULL,NULL,2231,NULL,991.4,2017-04-17
13513,1,NULL,1085,981,NULL,4406.98,2023-03-01
13514,1,NULL,NULL,559,NULL,849.29,2022-03-22
13515,2,NULL,184,884,NULL,20.0,2022-07-01
13516,1,NULL,886,665,NULL,207.57,2017-02-03
13517,2,NULL,203,160,NULL,1015.54,2019-04-12
13518,3,NULL,NULL,2061,548,399.78,2019-06-17
13519,1,NULL,1183,1502,NULL,1863.77,2022-01-01
13520,2,NULL,NULL,514,NULL,179.59,2020-08-02
13521,1,NULL,229,489,NULL,1908.81,2017-11-15
13522,2,NULL,1016,2085,NULL,65.72,2018-10-13
13523,3,NULL,677,2010,670,1202.17,2021-06-12
13524,2,NULL,NULL,1510,NULL,151.74,2016-04-01
13525,2,NULL,NULL,422,NULL,44.37,2015-11-13
13526,2,NULL,420,1530,NULL,1644.0,2017-04-14
13527,3,NULL,NULL,2016,1289,1069.54,2018-11-14
13528,2,NULL,NULL,1280,NULL,123.34,2021-03-05
13529,1,NULL,306,1565,NULL,3900.75,2023-12-16
13530,2,NULL,NULL,1851,NULL,188.67,2018-02-23
13531,3,NULL,NULL,692,1295,2183.71,2018-10-14
13532,3,NULL,NULL,1279,303,50.0,2018-12-14
13533,2,NULL,NULL,297,NULL,20.0,2019-04-05
13534,2,NULL,NULL,603,NULL,685.83,2020-05-29
13535,1,NULL,984,573,NULL,4212.48,2015-11-01
13536,1,NULL,NULL,2200,NULL,100.0,2021-10-25
13537,2,NULL,NULL,881,NULL,261.28,2018-07-27
13538,2,NULL,236,688,NULL,24.71,2018-06-29
13539,1,NULL,749,1674,NULL,3482.32,2018-12-13
13540,3,NULL,NULL,1682,2380,1268.18,2019-01-20
13541,2,NULL,NULL,861,NULL,160.41,2021-01-31
13542,1,NULL,247,1656,NULL,3908.66,2021-04-15
13543,1,NULL,420,663,NULL,3540.46,2020-12-16
13544,1,NULL,NULL,1836,NULL,499.97,2023-03-02
13545,1,NULL,850,252,NULL,3102.44,2017-12-01
13546,4,6732,444,982,NULL,1591.85,2022-08-08
13547,1,NULL,248,10,NULL,3156.97,2018-05-02
13548,1,NULL,40,23,NULL,2256.05,2015-02-16
13549,1,NULL,126,686,NULL,3134.77,2018-10-01
13550,4,14458,NULL,530,NULL,1216.1,2027-01-07
13551,1,NULL,979,752,NULL,3128.67,2020-11-18
13552,2,NULL,NULL,671,NULL,153.59,2022-02-25
13553,2,NULL,NULL,25,NULL,54.24,2015-03-29
13554,2,NULL,NULL,2021,NULL,609.66,2019-03-03
13555,1,NULL,1036,1763,NULL,3465.82,2020-08-01
13556,1,NULL,1071,896,NULL,282.66,2020-09-22
13557,1,NULL,126,2309,NULL,3810.32,2023-02-15
13558,1,NULL,NULL,1519,NULL,758.53,2016-12-11
13559,1,NULL,236,925,NULL,4591.31,2016-11-11
13560,3,NULL,NULL,2287,1072,1566.0,2015-05-19
13561,2,NULL,NULL,117,NULL,552.86,2023-11-17
13562,2,NULL,NULL,1955,NULL,130.88,2023-06-09
13563,2,NULL,NULL,732,NULL,711.49,2019-11-30
13564,1,NULL,428,2451,NULL,3263.29,2016-09-05
13565,2,NULL,NULL,992,NULL,600.11,2015-12-04
13566,2,NULL,NULL,1717,NULL,403.8,2023-11-17
13567,3,NULL,NULL,1288,621,574.18,2022-06-19
13568,1,NULL,36,290,NULL,2622.69,2018-09-14
13569,4,11132,NULL,676,NULL,99.92,2036-08-26
13570,4,22323,698,603,NULL,635.97,2031-03-16
13571,1,NULL,761,606,NULL,3199.7,2021-03-15
13572,1,NULL,NULL,1929,NULL,100.0,2020-02-01
13573,4,23103,NULL,2391,NULL,718.85,2029-08-29
13574,1,NULL,428,1671,NULL,5274.87,2023-11-15
13575,1,NULL,1129,70,NULL,2860.35,2017-10-15
13576,3,NULL,829,1555,1319,867.5,2022-10-13
13577,4,23953,NULL,596,NULL,814.79,2031-06-03
13578,4,4430,NULL,631,NULL,410.06,2028-12-19
13579,2,NULL,NULL,78,NULL,287.41,2017-10-13
13580,1,NULL,1129,26,NULL,1939.42,2017-05-15
13581,3,NULL,NULL,460,783,700.0,2015-03-18
13582,1,NULL,1107,792,NULL,4407.73,2018-03-15
13583,2,NULL,NULL,1062,NULL,836.58,2019-05-18
13584,3,NULL,NULL,2425,2372,2373.66,2015-03-16
13585,2,NULL,NULL,1093,NULL,210.26,2020-01-03
13586,2,NULL,NULL,1050,NULL,136.41,2023-04-30
13587,1,NULL,986,298,NULL,2630.26,2018-09-28
13588,1,NULL,NULL,1921,NULL,923.54,2020-04-01
13589,3,NULL,NULL,1280,248,1443.53,2016-10-20
13590,1,NULL,629,1510,NULL,3946.29,2015-03-01
13591,4,24981,NULL,1417,NULL,3180.15,2023-03-04
13592,3,NULL,NULL,1556,673,201.57,2016-10-13
13593,3,NULL,829,2283,3,1525.59,2016-10-18
13594,2,NULL,1194,947,NULL,36.54,2016-07-08
13595,1,NULL,NULL,366,NULL,785.21,2018-11-23
13596,4,24008,NULL,492,NULL,814.79,2035-12-13
13597,1,NULL,220,226,NULL,2290.53,2021-12-01
13598,1,NULL,265,871,NULL,3853.82,2023-03-11
13599,3,NULL,NULL,2148,971,1870.15,2016-12-11
13600,3,NULL,NULL,114,1500,1818.37,2015-10-16
13601,1,NULL,NULL,1619,NULL,929.7,2018-05-26
13602,3,NULL,NULL,242,1440,2039.59,2021-01-18
13603,1,NULL,412,1923,NULL,100.0,2019-05-17
13604,2,NULL,NULL,1662,NULL,295.04,2021-03-26
13605,3,NULL,NULL,221,2023,340.76,2019-03-15
13606,2,NULL,NULL,2263,NULL,551.36,2016-07-03
13607,1,NULL,36,1517,NULL,3646.58,2018-10-01
13608,4,21357,NULL,1359,NULL,834.14,2025-07-22
13609,3,NULL,NULL,937,1006,2758.79,2016-05-15
13610,2,NULL,NULL,10,NULL,233.01,2016-04-15
13611,4,4787,NULL,1226,NULL,556.72,2034-12-12
13612,1,NULL,654,1022,NULL,1754.7,2021-05-23
13613,4,12764,NULL,886,NULL,678.4,2026-01-30
13614,2,NULL,NULL,1955,NULL,56.92,2020-10-09
13615,3,NULL,937,266,427,905.38,2018-11-18
13616,2,NULL,1031,1549,NULL,115.84,2022-10-22
13617,3,NULL,1085,871,2301,2265.22,2017-02-15
13618,2,NULL,NULL,362,NULL,327.55,2015-05-01
13619,2,NULL,NULL,167,NULL,21.09,2021-04-23
13620,2,NULL,NULL,1668,NULL,33.82,2016-12-30
13621,1,NULL,709,885,NULL,100.0,2022-02-10
13622,2,NULL,NULL,100,NULL,41.26,2022-09-23
13623,3,NULL,NULL,618,2478,910.12,2020-07-11
13624,4,785,NULL,2167,NULL,1617.19,2021-09-26
13625,2,NULL,NULL,2495,NULL,108.27,2016-09-16
13626,1,NULL,874,1260,NULL,3029.1,2020-03-01
13627,2,NULL,NULL,2360,NULL,160.05,2022-07-03
13628,1,NULL,47,1226,NULL,4197.48,2020-08-01
13629,2,NULL,NULL,702,NULL,34.71,2015-12-25
13630,2,NULL,NULL,1258,NULL,203.38,2017-04-28
13631,3,NULL,NULL,1717,2127,1984.46,2017-09-17
13632,3,NULL,NULL,1946,1017,2105.22,2021-05-13
13633,2,NULL,NULL,1286,NULL,649.05,2016-03-11
13634,2,NULL,NULL,1569,NULL,520.55,2020-05-01
13635,2,NULL,NULL,1723,NULL,314.19,2020-08-28
13636,3,NULL,NULL,325,1445,471.25,2018-07-14
13637,2,NULL,NULL,925,NULL,218.64,2016-03-20
13638,4,20085,NULL,1760,NULL,1240.58,2024-08-04
13639,2,NULL,NULL,374,NULL,168.91,2019-03-29
13640,1,NULL,874,1643,NULL,4759.73,2021-01-08
13641,3,NULL,NULL,1205,2196,1380.1,2021-03-11
13642,2,NULL,644,1020,NULL,341.96,2022-02-27
13643,1,NULL,1102,1701,NULL,2117.45,2019-12-15
13644,3,NULL,NULL,169,721,345.53,2016-04-18
13645,1,NULL,616,1652,NULL,1223.14,2021-06-01
13646,2,NULL,184,789,NULL,1108.01,2016-06-18
13647,3,NULL,NULL,5,1042,2253.09,2020-10-15
13648,2,NULL,NULL,455,NULL,31.91,2022-12-25
13649,4,17693,NULL,2185,NULL,421.46,2040-12-21
13650,2,NULL,367,521,NULL,403.1,2015-03-14
13651,1,NULL,890,775,NULL,1996.85,2020-10-18
13652,2,NULL,NULL,2012,NULL,89.08,2020-05-08
13653,2,NULL,944,212,NULL,278.15,2019-05-12
13654,1,NULL,979,1051,NULL,2105.68,2017-07-01
13655,1,NULL,913,2259,NULL,1313.5,2021-06-03
13656,3,NULL,NULL,440,8,1972.99,2016-11-18
13657,4,25655,886,111,NULL,1744.14,2027-10-26
13658,3,NULL,NULL,822,2322,1970.0,2019-02-20
13659,2,NULL,163,651,NULL,91.52,2016-09-17
13660,3,NULL,NULL,2264,1342,60.93,2020-03-17
13661,2,NULL,NULL,317,NULL,207.28,2017-11-24
13662,1,NULL,612,1251,NULL,1948.79,2015-01-01
13663,2,NULL,NULL,23,NULL,270.55,2018-12-30
13664,2,NULL,NULL,572,NULL,193.73,2021-08-01
13665,1,NULL,578,2436,NULL,4228.6,2019-01-15
13666,2,NULL,NULL,2028,NULL,175.29,2023-01-20
13667,3,NULL,418,795,1969,1246.93,2018-01-14
13668,2,NULL,NULL,1549,NULL,20.0,2018-02-16
13669,1,NULL,367,319,NULL,2238.48,2022-12-29
13670,2,NULL,NULL,654,NULL,63.94,2023-03-31
13671,2,NULL,130,2051,NULL,20.16,2021-07-02
13672,3,NULL,NULL,1437,1327,912.27,2022-01-14
13673,1,NULL,NULL,93,NULL,100.0,2016-12-17
13674,2,NULL,NULL,826,NULL,232.34,2018-03-09
13675,2,NULL,NULL,442,NULL,426.7,2023-09-22
13676,1,NULL,253,2004,NULL,2107.05,2015-03-22
13677,3,NULL,NULL,2156,2308,1628.74,2017-07-16
13678,2,NULL,NULL,1682,NULL,314.83,2018-11-24
13679,1,NULL,360,1713,NULL,4505.06,2022-12-15
13680,2,NULL,NULL,21,NULL,597.59,2015-11-22
13681,1,NULL,629,2131,NULL,3003.58,2023-08-17
13682,2,NULL,NULL,219,NULL,329.76,2016-09-03
13683,1,NULL,50,1414,NULL,2662.9,2016-09-02
13684,3,NULL,NULL,1945,1595,324.37,2022-12-17
13685,1,NULL,706,1790,NULL,3156.64,2016-04-01
13686,2,NULL,577,2327,NULL,756.72,2016-07-22
13687,3,NULL,984,197,1208,1084.05,2017-07-20
13688,2,NULL,NULL,338,NULL,209.42,2022-08-19
13689,4,19314,NULL,80,NULL,7547.64,2018-04-15
13690,2,NULL,NULL,1585,NULL,20.0,2017-12-15
13691,2,NULL,NULL,412,NULL,917.04,2022-01-21
13692,1,NULL,163,438,NULL,3780.52,2023-02-01
13693,2,NULL,389,1832,NULL,22.4,2021-10-23
13694,3,NULL,NULL,236,643,1285.63,2023-08-15
13695,3,NULL,NULL,1742,1005,1232.41,2023-10-11
13696,1,NULL,391,2114,NULL,1537.69,2016-09-28
13697,1,NULL,698,26,NULL,3723.31,2016-12-01
13698,2,NULL,NULL,1147,NULL,28.08,2018-08-17
13699,3,NULL,NULL,2497,130,1449.72,2019-11-14
13700,1,NULL,616,2157,NULL,2412.96,2018-11-09
13701,2,NULL,NULL,2043,NULL,144.64,2021-02-13
13702,2,NULL,224,1186,NULL,1159.2,2020-08-28
13703,4,12836,NULL,1993,NULL,678.4,2031-12-24
13704,3,NULL,NULL,1401,804,760.93,2019-06-13
13705,4,4664,NULL,1209,NULL,556.72,2024-11-04
13706,4,12292,NULL,1239,NULL,323.7,2033-04-19
13707,2,NULL,NULL,1716,NULL,985.64,2022-07-30
13708,1,NULL,749,1642,NULL,4717.98,2019-01-01
13709,1,NULL,902,1021,NULL,4929.87,2021-12-29
13710,3,NULL,842,2289,115,222.9,2021-02-12
13711,2,NULL,NULL,1898,NULL,146.64,2016-04-09
13712,2,NULL,NULL,429,NULL,186.52,2022-06-10
13713,3,NULL,NULL,181,2470,1909.72,2015-08-15
13714,2,NULL,680,2277,NULL,124.3,2021-07-09
13715,2,NULL,NULL,1075,NULL,131.28,2023-03-05
13716,1,NULL,975,1568,NULL,1098.13,2019-11-01
13717,2,NULL,NULL,2249,NULL,978.8,2022-02-18
13718,2,NULL,NULL,366,NULL,397.34,2020-02-16
13719,1,NULL,728,123,NULL,1768.3,2023-02-01
13720,2,NULL,NULL,114,NULL,20.0,2023-05-20
13721,3,NULL,492,1878,667,50.0,2021-12-18
13722,1,NULL,103,663,NULL,2220.4,2018-05-28
13723,1,NULL,493,1348,NULL,3515.74,2019-07-03
13724,1,NULL,644,1873,NULL,2809.49,2022-12-19
13725,1,NULL,130,1845,NULL,2923.49,2020-05-15
13726,2,NULL,937,473,NULL,280.35,2021-02-26
13727,3,NULL,NULL,3,1989,1892.88,2023-08-11
13728,1,NULL,913,36,NULL,1025.01,2022-01-15
13729,3,NULL,NULL,2135,2272,1196.47,2020-07-11
13730,1,NULL,126,442,NULL,3219.58,2019-01-22
13731,1,NULL,699,1283,NULL,2168.6,2018-12-27
13732,2,NULL,NULL,56,NULL,20.0,2023-07-28
13733,1,NULL,367,736,NULL,2354.72,2016-05-07
13734,2,NULL,NULL,2385,NULL,69.09,2022-07-16
13735,3,NULL,984,1291,1356,1825.59,2016-04-19
13736,2,NULL,NULL,2401,NULL,122.72,2022-12-03
13737,1,NULL,1167,1173,NULL,2693.36,2022-03-12
13738,3,NULL,578,1166,1512,2270.71,2016-04-16
13739,2,NULL,NULL,2012,NULL,239.06,2018-09-01
13740,2,NULL,492,364,NULL,20.23,2023-12-22
13741,1,NULL,706,960,NULL,1720.04,2020-02-01
13742,2,NULL,229,227,NULL,187.69,2016-10-01
13743,2,NULL,NULL,2367,NULL,114.31,2022-07-08
13744,2,NULL,NULL,453,NULL,159.05,2019-04-26
13745,3,NULL,NULL,938,1005,2583.29,2022-01-14
13746,2,NULL,NULL,491,NULL,41.88,2017-11-03
13747,1,NULL,637,672,NULL,2979.45,2020-05-01
13748,1,NULL,47,1029,NULL,3548.65,2018-02-01
13749,2,NULL,1167,1557,NULL,271.24,2022-12-02
13750,3,NULL,NULL,2232,2344,1763.73,2016-05-12
13751,1,NULL,126,1521,NULL,2733.06,2015-04-15
13752,1,NULL,25,1593,NULL,1183.62,2021-11-01
13753,2,NULL,NULL,243,NULL,551.52,2016-05-06
13754,1,NULL,NULL,1299,NULL,600.69,2022-11-18
13755,1,NULL,696,2331,NULL,2281.52,2022-12-02
13756,3,NULL,NULL,831,2344,50.0,2023-07-11
13757,2,NULL,NULL,2391,NULL,121.38,2019-12-06
13758,1,NULL,1085,1410,NULL,2190.09,2019-05-15
13759,2,NULL,NULL,296,NULL,489.98,2018-11-16
13760,2,NULL,189,1785,NULL,231.85,2018-07-20
13761,1,NULL,144,781,NULL,4403.92,2020-09-01
13762,1,NULL,1085,519,NULL,2913.59,2021-04-13
13763,1,NULL,NULL,1058,NULL,537.34,2022-03-15
13764,3,NULL,420,2486,208,858.05,2021-03-14
13765,1,NULL,393,2010,NULL,2630.92,2020-10-04
13766,1,NULL,NULL,511,NULL,619.6,2015-09-01
13767,3,NULL,NULL,1377,1956,419.6,2023-11-14
13768,1,NULL,1088,1569,NULL,3309.07,2019-10-12
13769,4,6285,NULL,1648,NULL,481.18,2039-04-18
13770,2,NULL,NULL,245,NULL,390.26,2017-01-13
13771,1,NULL,384,194,NULL,2198.41,2023-02-01
13772,2,NULL,NULL,2199,NULL,227.74,2021-08-27
13773,3,NULL,NULL,793,916,722.36,2022-01-13
13774,1,NULL,40,1829,NULL,1494.42,2022-12-24
13775,1,NULL,247,276,NULL,2868.49,2017-03-28
13776,3,NULL,NULL,1054,1700,708.64,2019-01-14
13777,3,NULL,NULL,13,1098,1795.55,2023-09-12
13778,4,19128,698,290,NULL,839.36,2029-05-26
13779,4,473,NULL,348,NULL,837.22,2019-10-02
13780,1,NULL,801,1244,NULL,3035.39,2020-05-01
13781,2,NULL,434,65,NULL,20.0,2019-08-23
13782,1,NULL,444,943,NULL,2527.31,2021-03-15
13783,1,NULL,785,1976,NULL,2176.0,2018-06-01
13784,4,26593,NULL,2303,NULL,844.67,2022-11-26
13785,2,NULL,NULL,2456,NULL,210.47,2023-10-29
13786,2,NULL,NULL,544,NULL,662.91,2020-11-27
13787,2,NULL,NULL,1225,NULL,486.7,2016-04-29
13788,1,NULL,578,1103,NULL,1304.85,2022-03-19
13789,1,NULL,NULL,1495,NULL,100.0,2018-12-01
13790,4,23912,NULL,2433,NULL,814.79,2028-01-25
13791,4,10671,NULL,1327,NULL,915.39,2024-11-04
13792,1,NULL,232,27,NULL,2743.0,2018-04-01
13793,2,NULL,NULL,1181,NULL,61.58,2015-03-06
13794,1,NULL,229,2204,NULL,1566.13,2021-02-01
13795,1,NULL,332,798,NULL,1772.48,2023-03-03
13796,4,3362,NULL,1002,NULL,206.09,2026-05-10
13797,4,14378,NULL,782,NULL,180.56,2038-06-18
13798,2,NULL,NULL,782,NULL,270.2,2017-11-25
